tconst;averageRating;numVotes;Title;startYear;runtimeMinutes;genres;director
tt0134786;8;2297;The Graduates;1986;95;Comedy,Romance;Nicolae Corjos
tt0427998;5.9;5965;The Grand;2007;104;Comedy;Zak Penn
tt2278388;8.1;857710;The Grand Budapest Hotel;2014;99;Adventure,Comedy,Crime;Wes Anderson
tt0068657;6.4;3316;The Grand Duel;1972;98;Action,Drama,Mystery;Giancarlo Santi
tt0093111;7.3;1710;The Grand Highway;1987;104;Drama;Jean-Loup Hubert
tt0028950;8.1;38087;The Grand Illusion;1937;113;Drama,War;Jean Renoir
tt0048133;6.7;1092;The Grand Maneuver;1955;106;Comedy,Drama,Romance;René Clair
tt2319580;7;18761;The Grand Seduction;2013;113;Comedy;Don McKellar
tt0176415;7.3;2045;The Grandfather;1998;151;Drama;José Luis Garci
tt1462900;6.5;35944;The Grandmaster;2013;130;Action,Biography,Drama;Kar-Wai Wong
tt11807888;5.9;4808;The Grandmother;2021;100;Horror;Paco Plaza
tt13921588;6.9;1693;The Grandson;2022;115;Action,Drama,Thriller;Kristóf Deák
tt0078077;6.1;2665;The Grapes of Death;1978;85;Horror;Jean Rollin
tt0032551;8.1;97621;The Grapes of Wrath;1940;129;Drama;John Ford
tt0113211;6.6;18896;The Grass Harp;1995;107;Comedy,Drama;Charles Matthau
tt0053877;6.5;5554;The Grass Is Greener;1960;104;Comedy,Drama,Romance;Stanley Donen
tt0116446;5.7;1417;The Grave;1996;90;Crime,Thriller;Jonas Pate
tt0435653;5.4;9925;The Gravedancers;2006;95;Horror;Mike Mendez
tt1203517;3.6;2131;The Graves;2009;88;Adventure,Horror,Thriller;Brian Pulido
tt0478329;5.9;1813;The Gray Man;2007;97;Biography,Crime,Thriller;Scott L. Flynn
tt1649418;6.5;225102;The Gray Man;2022;122;Action,Thriller;
tt4381236;5.7;8174;The Greasy Strangler;2016;93;Comedy,Horror;Jim Hosking
tt0079156;4.5;1383;The Great Alligator;1979;88;Horror;Sergio Martino
tt6931414;7;5741;The Great Battle;2018;136;Action,Drama,History;Kwang-shik Kim
tt2358891;7.7;95294;The Great Beauty;2013;141;Drama;Paolo Sorrentino
tt6155190;8.1;5615;The Great Beauty;2015;61;Documentary,Drama;Gianluca Jodice
tt0460810;6.4;14530;The Great Buck Howard;2008;90;Adventure,Comedy,Drama;Sean McGinly
tt7010412;7.5;4619;The Great Buddha+;2017;102;Comedy,Crime,Drama;Hsin-yao Huang
tt8758548;7.5;2166;The Great Buster;2018;102;Biography,Comedy,Documentary;Peter Bogdanovich
tt0043599;6.5;1410;The Great Caruso;1951;109;Biography,Drama,Music;Richard Thorpe
tt0427309;7.5;61314;The Great Debaters;2007;126;Biography,Drama,Romance;Denzel Washington
tt0032553;8.4;231906;The Great Dictator;1940;125;Comedy,Drama,War;Charles Chaplin
tt0459387;4.9;1368;The Great Ecstasy of Robert Carmichael;2005;96;Crime,Drama;Thomas Clay
tt0070136;7.6;2750;The Great Ecstasy of Woodcarver Steiner;1974;45;Biography,Documentary,Sport;Werner Herzog
tt0057115;8.2;252763;The Great Escape;1963;172;Adventure,Drama,History;John Sturges
tt5996836;6.9;7840;The Great Father;2017;151;Action,Crime,Drama;Haneef Adeni
tt0037749;6.6;1371;The Great Flamarion;1945;78;Crime,Drama,Film-Noir;Anthony Mann
tt0071577;6.4;26114;The Great Gatsby;1974;144;Drama,Romance;Jack Clayton
tt1343092;7.2;576115;The Great Gatsby;2013;143;Drama,Romance;Baz Luhrmann
tt1226766;6.5;5200;The Great Gilly Hopkins;2015;99;Comedy,Drama,Family;Stephen Herek
tt4736550;7;24618;The Great Hack;2019;114;Biography,Documentary,History;
tt0493420;7.8;1454;The Great Happiness Space: Tale of an Osaka Love Thief;2006;76;Documentary;Jake Clennell
tt3720058;6.9;2970;The Great Hypnotist;2014;104;Drama,Mystery,Thriller;Leste Chen
tt0345235;4.6;2447;The Great Challenge;2004;93;Action,Adventure,Drama;Julien Seri
tt0053879;6.9;1635;The Great Impostor;1960;113;Comedy,Drama;Robert Mulligan
tt13299890;8.1;9389;The Great Indian Kitchen;2021;100;Comedy,Drama;Jeo Baby
tt0361670;7.2;2553;The Great Journey;2004;108;Drama,Romance;Ismaël Ferroukhi
tt0033677;7.1;4198;The Great Lie;1941;108;Drama;Edmund Goulding
tt0049279;6.8;1337;The Great Locomotive Chase;1956;85;Action,Adventure,Family;Francis D. Lyon
tt0041423;7.1;1377;The Great Madcap;1949;92;Comedy;Luis Bu?uel
tt1869721;5.9;1953;The Great Magician;2011;128;Comedy,Drama,Mystery;Tung-Shing Yee
tt0032554;7.3;4270;The Great McGinty;1940;82;Comedy;Preston Sturges
tt0036880;6.2;1046;The Great Moment;1944;83;Biography,Drama;Preston Sturges
tt0091149;7.1;52685;The Great Mouse Detective;1986;74;Adventure,Animation,Family;
tt0082474;7.1;16267;The Great Muppet Caper;1981;97;Adventure,Comedy,Crime;Jim Henson
tt0402230;5.6;1550;The Great New Wonderful;2005;88;Comedy,Drama,Romance;Danny Leiner
tt0068661;6.1;2324;The Great Northfield Minnesota Raid;1972;91;Drama,Western;Philip Kaufman
tt0095253;6.6;50014;The Great Outdoors;1988;91;Comedy;Howard Deutch
tt2315226;7.3;2831;The Great Passage;2013;134;Drama;Y?ya Ishii
tt0059243;7.2;19093;The Great Race;1965;160;Action,Adventure,Comedy;Blake Edwards
tt0326905;6.6;23733;The Great Raid;2005;132;Action,Drama,War;John Dahl
tt0080813;6.4;2360;The Great Rock 'n' Roll Swindle;1980;103;Music;Julien Temple
tt0042524;6.4;1418;The Great Rupert;1950;87;Comedy,Family;Irving Pichel
tt0079239;7.2;6780;The Great Santini;1979;115;Drama;Lewis John Carlino
tt0074588;6.1;1621;The Great Scout & Cathouse Thursday;1976;102;Comedy,Western;Don Taylor
tt0063032;7.7;17455;The Great Silence;1968;105;Drama,Western;Sergio Corbucci
tt0041430;6.6;1479;The Great Sinner;1949;110;Drama;
tt0057870;6.9;1950;The Great Spy Chase;1964;109;Action,Comedy,Thriller;Georges Lautner
tt0060476;5.8;1101;The Great St. Trinian's Train Robbery;1966;93;Comedy,Crime,Family;
tt0079240;6.9;19002;The Great Train Robbery;1978;110;Adventure,Crime,Drama;Michael Crichton
tt1525915;6.2;1095;The Great Vazquez;2010;106;Biography,Comedy;Óscar Aibar
tt0073075;6.7;6280;The Great Waldo Pepper;1975;107;Adventure,Drama;George Roy Hill
tt2034800;5.9;142676;The Great Wall;2016;103;Action,Adventure,Fantasy;Yimou Zhang
tt0030202;6.5;1276;The Great Waltz;1938;104;Biography,Drama,Music;
tt0052861;8.1;4478;The Great War;1959;137;Comedy,Drama,War;Mario Monicelli
tt6198246;4;1239;The Great War;2019;108;Drama,War;Steven Luke
tt8708802;6.6;1044;The Great War of Archimedes;2019;130;Action,Drama,Mystery;Takashi Yamazaki
tt0065797;6.9;2737;The Great White Hope;1970;103;Drama,Romance,Sport;Martin Ritt
tt0116448;5.5;10522;The Great White Hype;1996;91;Comedy,Sport;Reginald Hudlin
tt1764657;8;1536;The Great White Silence;1922;80;Documentary;Herbert G. Ponting
tt0425661;6.4;2599;The Great Yokai War;2005;124;Adventure,Family,Fantasy;Takashi Miike
tt0027698;6.6;8733;The Great Ziegfeld;1936;176;Drama,Musical;Robert Z. Leonard
tt0076111;5.9;1594;The Greatest;1977;101;Biography,Drama,Sport;
tt1226232;6.6;9319;The Greatest;2009;99;Drama,Romance;Shana Feste
tt10268488;6.8;23992;The Greatest Beer Run Ever;2022;126;Adventure,Drama,War;Peter Farrelly
tt0388980;7.4;32605;The Greatest Game Ever Played;2005;120;Biography,Drama,Sport;Bill Paxton
tt20256556;7.1;4101;The Greatest Lie Ever Sold: George Floyd and the Rise of BLM;2022;79;Documentary;Candace Owens
tt1743720;6.6;15078;The Greatest Movie Ever Sold;2011;90;Comedy,Documentary;Morgan Spurlock
tt0044672;6.6;15556;The Greatest Show on Earth;1952;152;Drama,Family,Romance;Cecil B. DeMille
tt1485796;7.5;299261;The Greatest Showman;2017;105;Biography,Drama,Musical;Michael Gracey
tt0059245;6.5;11241;The Greatest Story Ever Told;1965;260;Biography,Drama,History;
tt0077636;5.4;2150;The Greek Tycoon;1978;107;Drama;J. Lee Thompson
tt0063035;5.6;13561;The Green Berets;1968;142;Drama,War;
tt0342492;7.2;23770;The Green Butchers;2003;100;Comedy,Drama;Anders Thomas Jensen
tt1003080;5.3;2879;The Green Elephant;1999;90;Comedy,Horror,Thriller;Svetlana Baskova
tt0990407;5.8;163246;The Green Hornet;2011;119;Action,Comedy,Crime;Michel Gondry
tt2403021;5.3;47456;The Green Inferno;2013;100;Adventure,Horror;Eli Roth
tt9243804;6.6;110530;The Green Knight;2021;130;Adventure,Drama,Fantasy;David Lowery
tt0050456;7.1;2202;The Green Man;1956;80;Comedy,Crime;
tt0120689;8.6;1360514;The Green Mile;1999;189;Crime,Drama,Fantasy;Frank Darabont
tt0115650;7.2;5369;The Green Planet;1996;99;Comedy,Sci-Fi;Coline Serreau
tt2304915;7.2;2719;The Green Prince;2014;101;Biography,Documentary;Nadav Schirman
tt0091830;7.6;10064;The Green Ray;1986;99;Drama,Romance;Éric Rohmer
tt0077315;6.9;3242;The Green Room;1978;94;Drama;François Truffaut
tt0064393;4.8;3869;The Green Slime;1968;90;Drama,Horror,Sci-Fi;Kinji Fukasaku
tt0038578;7;1059;The Green Years;1946;127;Drama;Victor Saville
tt0311231;3.7;1183;The Greenskeeper;2002;90;Comedy,Horror,Thriller;
tt1601913;6.7;259051;The Grey;2011;117;Action,Adventure,Drama;Joe Carnahan
tt0085622;7.3;2366;The Grey Fox;1982;92;Biography,Drama,History;Phillip Borsos
tt0252480;7;11168;The Grey Zone;2001;108;Drama,History,War;Tim Blake Nelson
tt0099703;6.9;29578;The Grifters;1990;110;Crime,Drama,Thriller;Stephen Frears
tt0082436;7.6;5139;The Grilling;1981;87;Crime,Drama,Thriller;Claude Miller
tt0055858;6.8;2538;The Grim Reaper;1962;88;Crime,Drama,Mystery;Bernardo Bertolucci
tt2709692;6.4;79713;The Grinch;2018;85;Animation,Comedy,Family;
tt0067162;6.7;1439;The Grissom Gang;1971;128;Crime,Drama;Robert Aldrich
tt6365796;7.5;2489;The Grizzlies;2018;102;Biography,Drama,Sport;Miranda de Pencier
tt0864770;7;2516;The Grocer's Son;2007;96;Drama;Eric Guirado
tt0455958;6;4722;The Groomsmen;2006;98;Comedy,Drama,Music;Edward Burns
tt0071583;5.7;2272;The Groove Tube;1974;75;Comedy;Ken Shapiro
tt7902124;6.5;1344;The Ground Beneath My Feet;2019;108;Drama;Marie Kreutzer
tt0060479;6.6;2029;The Group;1966;150;Drama;Sidney Lumet
tt0391198;5.9;148749;The Grudge;2004;91;Horror,Mystery,Thriller;Takashi Shimizu
tt3612126;4.4;28261;The Grudge;2020;94;Fantasy,Horror;Nicolas Pesce
tt0433386;5;50768;The Grudge 2;2006;102;Horror,Thriller;Takashi Shimizu
tt1053859;4.6;19315;The Grudge 3;2009;90;Horror,Mystery,Thriller;Toby Wilkins
tt0061733;4.8;1161;The Gruesome Twosome;1967;72;Horror,Mystery,Thriller;Herschell Gordon Lewis
tt2480454;6.7;2831;The Grump;2014;102;Comedy,Drama;Dome Karukoski
tt1540133;7.3;93373;The Guard;2011;96;Comedy,Crime,Thriller;John Michael McDonagh
tt1064953;5.8;1853;The Guard Post;2008;121;Horror,Mystery,Thriller;Su-chang Kong
tt0099710;5.4;6169;The Guardian;1990;92;Drama,Fantasy,Horror;William Friedkin
tt0406816;6.9;96400;The Guardian;2006;139;Action,Adventure,Drama;Andrew Davis
tt4788934;5.5;2256;The Guardian Brothers;2015;103;Animation,Comedy,Family;
tt4600952;4;14275;The Guardians;2017;89;Action,Adventure,Comedy;Sarik Andreasyan
tt6213362;6.7;2511;The Guardians;2017;138;Drama,War;Xavier Beauvois
tt1289403;7.3;50407;The Guernsey Literary and Potato Peel Pie Society;2018;124;Drama,Romance,War;Mike Newell
tt2980592;6.7;104174;The Guest;2014;100;Action,Mystery,Thriller;Adam Wingard
tt9363208;6.5;1453;The Guest;2018;99;Drama,Thriller;Hadi El Bagoury
tt1859603;3.5;1574;The Guest House;2012;82;Romance;Michael Baumgarten
tt2389120;5.5;3594;The Guidance Patrol;2012;100;Comedy,Drama;Saeed Soheili
tt3037582;7.7;3323;The Guide;2014;122;Drama,History;Oles Sanin
tt11991786;6.4;1929;The Guide to the Perfect Family;2021;102;Comedy,Drama;Ricardo Trogi
tt1847713;4.8;1415;The Guillotines;2012;112;Action,Drama;Andrew Lau
tt1694020;5.8;38243;The Guilt Trip;2012;95;Comedy,Drama;Anne Fletcher
tt0186183;6.1;3743;The Guilty;2000;108;Crime,Drama,Thriller;Anthony Waller
tt6742252;7.5;62491;The Guilty;2018;85;Crime,Drama,Thriller;Gustav Möller
tt9421570;6.3;140292;The Guilty;2021;90;Crime,Drama,Thriller;Antoine Fuqua
tt0942891;6.4;3122;The Guitar;2008;95;Drama,Music,Romance;Amy Redford
tt13074322;4.6;1500;The Gulf of Silence;2020;85;Sci-Fi;Mina Rhodes
tt0074597;6.2;4374;The Gumball Rally;1976;105;Comedy;Charles Bail
tt0104376;5;1769;The Gun in Betty Lou's Handbag;1992;89;Comedy,Mystery;Allan Moyle
tt0051688;6.1;1014;The Gunfight at Dodge City;1959;81;Western;Joseph M. Newman
tt0042531;7.7;12113;The Gunfighter;1950;85;Western;Henry King
tt2515034;5.8;42723;The Gunman;2015;115;Action,Adventure,Crime;Pierre Morel
tt0050470;6.2;1546;The Guns of Fort Petticoat;1957;82;Action,Romance,War;George Marshall
tt0054953;7.5;53887;The Guns of Navarone;1961;158;Action,Adventure,Drama;J. Lee Thompson
tt0280720;5.4;15415;The Guru;2002;94;Comedy,Music,Romance;Daisy von Scherler Mayer
tt5460986;6.8;1799;The Guv'nor;2016;85;Documentary;Paul Van Carter
tt0298351;5.6;3177;The Guy in the Grave Next Door;2002;94;Romance;Kjell Sundvall
tt0415819;6.1;1371;The Guy Was Cool;2004;113;Comedy,Romance;Hwan-kyung Lee
tt0319470;6.3;1400;The Guys;2002;84;Drama;Jim Simpson
tt0101988;4.9;5768;The Guyver;1991;88;Action,Comedy,Horror;
tt0473074;6.3;2257;The Gymnast;2006;96;Drama,Romance,Sport;Ned Farr
tt0071557;6.3;1180;The Gypsy;1975;102;Crime,Drama;José Giovanni
tt0064397;6.3;2332;The Gypsy Moths;1969;107;Action,Drama,Romance;John Frankenheimer
tt4047350;6.4;1108;The Hacker Wars;2014;91;Crime,Documentary;
tt1585255;6.5;1056;The Hairdresser;2010;106;Comedy,Drama;Doris Dörrie
tt0100112;7.2;10171;The Hairdresser's Husband;1990;82;Comedy,Drama,Romance;Patrice Leconte
tt9683478;6.9;41571;The Half of It;2020;104;Comedy,Drama;Alice Wu
tt0035962;6.6;1138;The Halfway House;1944;95;Drama,Fantasy,Mystery;
tt0059250;6.5;4284;The Hallelujah Trail;1965;165;Comedy,Western;John Sturges
tt2474976;5.7;17926;The Hallow;2015;97;Fantasy,Horror,Thriller;Corin Hardy
tt0443527;5;8897;The Hamiltons;2006;86;Drama,Horror,Thriller;
tt0814130;7.1;6182;The Hammer;2007;88;Comedy,Romance,Sport;Charles Herman-Wurmfeld
tt1094666;6.9;1844;The Hammer;2010;108;Biography,Drama,Sport;Oren Kaplan
tt21193010;6.8;1219;The Hammer;2023;85;Biography,Crime,Drama;Jeff Beesley
tt0082497;5.5;6528;The Hand;1981;104;Drama,Horror,Thriller;Oliver Stone
tt0073694;6;1820;The Hand of Death;1976;95;Action,Drama;John Woo
tt12680684;7.3;47275;The Hand of God;2021;130;Drama;Paolo Sorrentino
tt0104389;6.7;47475;The Hand That Rocks the Cradle;1992;110;Drama,Thriller;Curtis Hanson
tt4016934;8.1;162602;The Handmaiden;2016;145;Drama,Romance,Thriller;Park Chan-wook
tt0099731;6;10319;The Handmaid's Tale;1990;109;Drama,Romance,Sci-Fi;Volker Schlöndorff
tt0015202;7;3209;The Hands of Orlac;1924;92;Crime,Horror,Mystery;Robert Wiene
tt0125128;6.9;3050;The Hanging Garden;1997;91;Drama,Romance;Thom Fitzgerald
tt0052876;7.1;4547;The Hanging Tree;1959;107;Western;
tt0052877;6.6;1120;The Hangman;1959;87;Drama,Western;Michael Curtiz
tt1119646;7.7;821022;The Hangover;2009;100;Comedy;Todd Phillips
tt1411697;6.5;521372;The Hangover Part II;2011;102;Comedy;Todd Phillips
tt1951261;5.8;327759;The Hangover Part III;2013;100;Comedy,Crime;Todd Phillips
tt0093143;6.1;1173;The Hanoi Hilton;1987;125;Drama,War;Lionel Chetwynd
tt0949731;5;213413;The Happening;2008;91;Adventure,Drama,Sci-Fi;M. Night Shyamalan
tt4771932;7.2;4900;The Happiest Day in the Life of Olli Maki;2016;92;Biography,Drama,Romance;Juho Kuosmanen
tt0042541;7.2;1841;The Happiest Days of Your Life;1950;81;Comedy;Frank Launder
tt1157549;6.9;1629;The Happiest Girl in the World;2009;99;Comedy,Drama;Radu Jude
tt0061749;6.5;2338;The Happiest Millionaire;1967;141;Comedy,Family,Musical;Norman Tokar
tt0304262;6.9;9825;The Happiness of the Katakuris;2001;113;Comedy,Fantasy,Horror;Takashi Miike
tt0064405;6.3;1214;The Happy Ending;1969;117;Drama;Richard Brooks
tt0080839;3.8;1171;The Happy Hooker Goes Hollywood;1980;88;Comedy;Alan Roberts
tt0920459;6.7;2957;The Happy Housewife;2010;100;Comedy,Drama,Romance;Antoinette Beumer
tt2404639;6.3;5729;The Happy Prince;2018;105;Biography,Drama;Rupert Everett
tt1308728;5.5;29716;The Happytime Murders;2018;91;Action,Comedy,Crime;Brian Henson
tt7440124;3.7;1548;The Harbinger;2022;114;Drama,Fantasy,Horror;Will Klipstine
tt0034828;7.1;1431;The Hard Way;1943;109;Drama,Musical,Romance;Vincent Sherman
tt0102004;6.3;21808;The Hard Way;1991;111;Action,Comedy,Crime;John Badham
tt9815714;4.8;3670;The Hard Way;2019;92;Action;Keoni Waxman
tt0280490;6;3848;The Hard Word;2002;102;Action,Comedy,Crime;Scott Roberts
tt0070155;6.9;6814;The Harder They Come;1972;103;Crime,Drama,Music;Perry Henzell
tt0049291;7.5;8785;The Harder They Fall;1956;109;Drama,Film-Noir,Sport;Mark Robson
tt10696784;6.6;68666;The Harder They Fall;2021;139;Action,Drama,Western;Jeymes Samuel
tt0128133;7.2;3543;The Harmonists;1997;126;Biography,Drama,Music;Joseph Vilsmaier
tt0235452;7.3;1044;The Harmonium in My Memory;1999;116;Drama,Romance;Young-jae Lee
tt3013528;3.9;2336;The Harry Hill Movie;2013;88;Adventure,Comedy,Family;Steve Bendelack
tt2543336;6.1;8262;The Harvest;2013;104;Drama,Mystery,Thriller;John McNaughton
tt0038589;7;4686;The Harvey Girls;1946;102;Comedy,Drama,History;George Sidney
tt0041445;7.3;1509;The Hasty Heart;1949;102;Drama,War;Vincent Sherman
tt5580266;7.5;38885;The Hate U Give;2018;133;Crime,Drama;George Tillman Jr.
tt3460252;7.8;636406;The Hateful Eight;2015;168;Crime,Drama,Mystery;Quentin Tarantino
tt9506474;7.1;16973;The Hater;2020;135;Drama,Thriller;Jan Komasa
tt24509990;6.2;11317;The Hatchet Wielding Hitchhiker;2023;85;Crime,Documentary;Colette Camden
tt8718158;6.2;22669;The Hating Game;2021;102;Comedy,Romance;Peter Hutchings
tt6089700;3.6;2543;The Hatred;2017;90;Drama,Horror,Mystery;Michael G. Kehoe
tt0083925;7.1;1231;The Hatter's Ghost;1982;120;Crime,Mystery,Thriller;Claude Chabrol
tt5351458;5.6;6282;The Hatton Garden Job;2017;93;Action,Crime,Thriller;David Beton
tt0012651;6.1;1995;The Haunted Castle;1921;75;Crime,Drama,Mystery;F.W. Murnau
tt0338094;5.1;53604;The Haunted Mansion;2003;99;Comedy,Family,Fantasy;Rob Minkoff
tt0057128;6.7;8086;The Haunted Palace;1963;87;Horror;Roger Corman
tt0051706;6.2;1965;The Haunted Strangler;1958;78;Crime,Horror,Mystery;Robert Day
tt0057129;7.4;41170;The Haunting;1963;112;Horror;Robert Wise
tt0171363;5;78974;The Haunting;1999;113;Fantasy,Horror,Mystery;Jan de Bont
tt0829251;5.3;1366;The Haunting;2009;94;Horror,Mystery;Elio Quiroga
tt0492044;5.8;64013;The Haunting in Connecticut;2009;92;Drama,Horror,Mystery;Peter Cornwell
tt1457765;5.3;17939;The Haunting in Connecticut 2: Ghosts of Georgia;2013;101;Drama,Horror,Mystery;Tom Elkins
tt2378191;4.6;4696;The Haunting of Helena;2012;84;Horror,Thriller;
tt0074611;6.2;2762;The Haunting of Julia;1977;98;Drama,Horror,Mystery;Richard Loncraine
tt10195614;2.6;1466;The Haunting of La Llorona;2019;71;Horror;Dennis Devine
tt1045655;3.9;10006;The Haunting of Molly Hartley;2008;85;Drama,Horror,Thriller;Mickey Liddell
tt11995784;2.4;1256;The Haunting of Pendle Hill;2022;84;Horror;Richard John Taylor
tt7976208;2.9;4344;The Haunting of Sharon Tate;2019;94;Drama,Horror,Thriller;Daniel Farrands
tt15007046;3.7;1213;The Haunting of the Tower of London;2022;90;History,Horror;Charlie Steeds
tt2396701;3.8;2374;The Haunting of Whaley House;2012;89;Drama,Fantasy,Horror;Jose Prendes
tt0065820;6.1;1360;The Hawaiians;1970;134;Adventure,Drama;Tom Gries
tt0412808;5.8;1269;The Hawk Is Dying;2006;112;Drama;Julian Goldberger
tt0061132;7.2;5448;The Hawks and the Sparrows;1966;89;Comedy,Drama,Fantasy;Pier Paolo Pasolini
tt0366555;5.4;1895;The Hazing;2004;87;Comedy,Horror;Rolfe Kanefsky
tt6469548;5.4;6925;The Head Hunter;2018;72;Fantasy,Horror;Jordan Downey
tt1221141;6.5;5577;The Headless Woman;2008;87;Drama,Mystery,Thriller;Lucrecia Martel
tt0424986;8;3946;The Headmaster;2000;120;Comedy;Sharif Arafah
tt4356480;6.4;8204;The Healer;2016;113;Comedy,Drama,Family;Paco Arango
tt0166653;4.3;3676;The Health Journey;1999;105;Comedy;Lasse ?berg
tt0080853;4.9;2271;The Hearse;1980;99;Drama,Horror,Thriller;George Bowers
tt0063050;7.6;4593;The Heart Is a Lonely Hunter;1968;123;Drama;Robert Ellis Miller
tt0368774;6.3;7035;The Heart Is Deceitful Above All Things;2004;98;Drama;Asia Argento
tt0301390;6.6;2604;The Heart of Me;2002;96;Drama,Romance;Thaddeus O'Sullivan
tt0068687;7;5361;The Heartbreak Kid;1972;106;Comedy,Drama,Romance;Elaine May
tt0408839;5.8;95168;The Heartbreak Kid;2007;116;Comedy,Romance;
tt2404463;6.6;178487;The Heat;2013;117;Action,Comedy,Crime;Paul Feig
tt1171672;4.7;1172;The Heaven;2008;92;Drama;Biray Dalkiran
tt5104080;7.4;2351;The Heaven None Missed;2015;125;Drama,Romance;Kuntz Agus
tt0035980;6.1;1001;The Heavenly Body;1944;95;Comedy,Romance;
tt0089265;6.3;5429;The Heavenly Kid;1985;90;Comedy,Fantasy,Romance;Cary Medoway
tt0473364;4.9;2161;The Heavy;2009;102;Thriller;Marcus Warren
tt0317640;6.1;4981;The Hebrew Hammer;2003;85;Comedy;Jonathan Kesselman
tt1442519;7.3;9629;The Hedgehog;2009;100;Drama;Mona Achache
tt0090250;7.5;2011;The Heifer;1985;122;Comedy,War;Luis García Berlanga
tt1846526;6.5;5865;The Heineken Kidnapping;2011;127;Crime,History,Thriller;Maarten Treurniet
tt0808339;6.4;14592;The Heir Apparent: Largo Winch;2008;108;Action,Thriller;Jérôme Salle
tt0041452;8.1;16671;The Heiress;1949;115;Drama,Romance;William Wyler
tt8398928;3.4;1658;The Heiress;2021;83;Horror;Chris Bell
tt7875464;6.6;3229;The Heiresses;2018;98;Drama;Marcelo Martinessi
tt10948718;7.1;9661;The Heist of the Century;2020;114;Action,Biography,Comedy;Ariel Winograd
tt1156132;6.2;2254;The Hell of '63;2009;108;Adventure,Comedy,Drama;Steven de Jong
tt0060261;6.7;1925;The Hellbenders;1967;90;Action,Adventure,Drama;Sergio Corbucci
tt0061759;1.9;1861;The Hellcats;1968;90;Sport,Thriller;Robert F. Slatzer
tt1454029;8.1;479522;The Help;2011;146;Drama;Tate Taylor
tt0078355;8.2;5192;The Herd;1978;117;Drama;Zeki Ökten
tt4150494;6.4;1534;The Here After;2015;102;Drama;Magnus von Horn
tt6318848;4.8;1976;The Heretics;2017;87;Fantasy,Horror,Thriller;Chad Archibald
tt5655222;6.5;10226;The Hero;2017;96;Drama,Romance;Brett Haley
tt0347167;5.4;2543;The Hero: Love Story of a Spy;2003;160;Action,Adventure,Drama;Anil Sharma
tt0059263;6.5;7789;The Heroes of Telemark;1965;131;Action,Drama,History;Anthony Mann
tt0105619;6.5;4004;The Heroic Trio;1993;88;Action,Fantasy,Thriller;Johnnie To
tt9719452;3.8;2034;The Hex;2020;82;Drama,Horror;Reine Swart
tt0300657;3.7;2286;The Hexer;2001;130;Adventure,Fantasy;Marek Brodzki
tt4076926;4.4;1849;The Heyday of the Insensitive Bastards;2015;97;Comedy,Drama;
tt0093185;7;21741;The Hidden;1987;97;Horror,Sci-Fi,Thriller;Jack Sholder
tt0442286;7.7;7062;The Hidden Blade;2004;132;Drama,History,Romance;Yôji Yamada
tt1772250;7.3;45054;The Hidden Face;2011;97;Drama,Horror,Mystery;Andrés Baiz
tt0051808;8.1;41072;The Hidden Fortress;1958;139;Action,Adventure,Drama;Akira Kurosawa
tt2216856;6;2090;The Hidden Child;2013;105;Crime,Thriller;Per Hanefjord
tt0110022;3.1;1517;The Hidden II;1993;93;Crime,Horror,Sci-Fi;Seth Pinsker
tt0041460;7.4;2550;The Hidden Room;1949;96;Crime,Film-Noir,Thriller;Edward Dmytryk
tt1305816;6.5;4628;The Hide;2008;82;Thriller;Marek Losey
tt0052888;4.3;1502;The Hideous Sun Demon;1958;74;Horror,Sci-Fi;
tt0073109;7.4;2307;The Hiding Place;1975;150;Biography,Drama,History;James F. Collier
tt2044774;8.6;2317;The High;1985;118;Comedy,Drama;Ali Abdel-Khalek
tt0047086;6.7;6280;The High and the Mighty;1954;147;Action,Adventure,Drama;William A. Wellman
tt1479388;6.7;2161;The High Cost of Living;2010;92;Drama;Deborah Chow
tt9308382;6.4;12927;The High Note;2020;113;Drama,Music,Romance;Nisha Ganatra
tt4593108;7;3653;The High Sun;2015;123;Drama,Romance,War;Dalibor Matanic
tt17686944;3.5;1580;The Highwayman;2022;85;Adventure;Steve Lawson
tt1860242;6.9;98249;The Highwaymen;2019;132;Biography,Crime,Drama;John Lee Hancock
tt1572194;3.7;1719;The Hike;2011;83;Horror;Rupert Bryan
tt0059274;7.9;14670;The Hill;1965;123;Drama,War;Sidney Lumet
tt0077681;6.3;37841;The Hills Have Eyes;1977;90;Horror,Thriller;Wes Craven
tt0454841;6.4;179076;The Hills Have Eyes;2006;107;Horror,Thriller;Alexandre Aja
tt0800069;5.1;66523;The Hills Have Eyes 2;2007;89;Horror,Thriller;Martin Weisz
tt0089274;3.7;7101;The Hills Have Eyes Part II;1984;86;Horror,Thriller;Wes Craven
tt0376649;5.3;1952;The Hillside Strangler;2004;98;Crime,Drama,Thriller;Chuck Parello
tt0120699;6.1;4518;The Hi-Lo Country;1998;114;Drama,Romance,Western;Stephen Frears
tt4253360;6.4;1219;The Himalayas;2015;124;Adventure,Biography,Drama;Seok-hoon Lee
tt0073113;6.2;6414;The Hindenburg;1975;125;Adventure,Drama,History;Robert Wise
tt3758708;6.4;4244;The Hippopotamus;2017;89;Comedy;John Jencks
tt0067204;6.9;3638;The Hired Hand;1971;90;Drama,Western;Peter Fonda
tt0464049;6.8;21269;The History Boys;2006;109;Comedy,Drama,Romance;Nicholas Hytner
